"1. The attraction is the real proof of an object being charged.","a) True","b) False","Answer: b"
"6. In the inner region between the two capacitor plates, the electric fields due to the two charged plates are zero.","a) True","b) False","Answer: b"
"7. ‘X’ is a widely used capacitor which consists of two large plane parallel conducting plates separated by a small distance. Identify X.","a) Spherical capacitor","b) Parallel plate capacitor","c) Cylindrical capacitor","d) Electrolytic capacitor","Answer: b"
"8. Find out the correct expression of the capacitance of a parallel plate capacitor where ‘A’ is the area of the plates, ‘d’ is the distance between the plates and ‘ε0’is the permittivity of the medium.","a) Aε0d ","b) Adε0 ","c) dε0A ","d) Aε0d","Answer: a"
"9. A parallel plate capacitor has a plate area of 100 cm2 and is separated by a distance of 20 mm. Find its capacitance.","a) 6.425 × 10-12 F","b) 5.425 × 10-12 F","c) 4.425 × 10-12 F","d) 3.425 × 10-12 F","Answer: c"
"1. What is the dielectric constant of the medium if the capacitance of a parallel plate capacitor increases from 40F to 80F on introducing a dielectric medium between the plates?","a) 20","b) 0.5","c) 2","d) 5","Answer: c"
"2. How does the potential difference change with the effect of the dielectric when the battery is kept disconnected from the capacitor?","a) Increases","b) Decreases","c) Remains constant","d) Becomes zero","Answer: b"
"3. How does the potential difference change with the effect of the dielectric when the battery remains connected across the capacitor?","a) Increases","b) Decreases","c) Remains constant","d) Becomes zero","Answer: c"
"4. How does the capacitance change with the effect of the dielectric when the battery remains connected across the capacitor?","a) Increases","b) Decreases","c) Zero","d) Remains constant","Answer: a"
"5. How does the electric field change with the effect of the dielectric when the battery remains connected across the capacitor?","a) Increases","b) Decreases","c) Remains unchanged","d) Zero","Answer: c"
"6. The charge on the capacitor plates decreases from Q0 to Q with the effect of the dielectric when the battery remains connected across the capacitor.","a) True","b) False","Answer: b"
"7. How does the capacitance change with the effect of the dielectric when the battery is kept disconnected from the capacitor?","a) Increases","b) Decreases","c) Remains constant","d) Zero","Answer: a"
"8. In a parallel plate capacitor, the capacitance increases from 100 F to 800 F, on introducing a dielectric medium between the plates. What is the dielectric constant of the medium?","a) 0.125","b) 125","c) 80","d) 8","Answer: d"
"1. What is the equivalent capacitance when the 2 capacitors are connected in series?","a) Cs = C1 + C2","b) Cs = 1C1+1C2 ","c) Cs = C1 + 1C2 ","d) Cs = 1C1 + C2","Answer: b"
"2. Find the equivalent capacitance of the combination shown below.","","a) 7F","b) 5F","c) 6F","d) 8F","Answer: d"
"3. When is the effective capacitance of a capacitor increased?","a) When the capacitors are connected in series","b) When the capacitors are randomly connected","c) When the capacitors are connected in parallel","d) When the capacitors are connected in series and parallel simultaneously","Answer: c"
"4. True power of a capacitor is 1.","a) True","b) False","Answer: b"
"5. Three capacitors are connected in the shape of a triangle ABC as shown below. A voltage of 4V is applied between B and C. Calculate the voltage between A and C.","","a) 2V","b) 3V","c) 4V","d) 5V","Answer: a"
"1. What is the use of a Van de Graff generator?","a) Van de Graff generator is used to create a large amount of current","b) Van de Graff generator is used to create a small amount of voltage","c) Van de Graff generator is used to create a large amount of static electricity","d) Van de Graff generator is used to create a small amount of resistance","Answer: c"
"2. Find the true statement.","a) A Van de Graff generator produces large voltage and less current","b) A Van de Graff generators produces large resistance and less voltage","c) A Van de Graff generators produces large current and large resistance","d) A Van de Graff generators produces large current and less voltage","Answer: a"
"3. What is the order of potential difference built up by the Van de Graff generator?","a) Potential difference of the order of hundreds","b) Potential difference of the order of several million volts","c) Potential difference of the order of thousands","d) Potential difference of the order of tens","Answer: b"
"4. A Van de Graff generator can kill a person.","a) True","b) False","Answer: b"
"5. When was Van de Graff generator invented and by whom?","a) 1944, Robin Van de Graff","b) 1932, Robert Van de Graff","c) 1933, Robin Van de Graff","d) 1933, Robert Van de Graff","Answer: d"
"1. What is the SI unit of current?","a) Coulomb (C)","b) Ampere (A)","c) Farad (F)","d) Newton (N)","Answer: b"
"2. What is the number of electrons that constitutes a current of one Ampere?","a) 2.25 × 1018","b) 2.25 × 10-18","c) 6.25 × 1018","d) 6.25 × 10-18","Answer: c"
"3. Give the number of electrons passing through a wire per minute. The current flowing through it is 500mA.","a) 1.875 × 1020","b) 6.875 × 1020","c) 1.875 × 10-20","d) 6.875 × 10-20","Answer: a"
"4. Which of these is a correct definition of conventional current?","a) Current that flows from lower potential to higher potential","b) The current which remains static","c) Current constituted by the flow of ions","d) Current that flows from higher potential to lower potential","Answer: d"
"5. Which type of current is flowing through a circuit?","a) Static current","b) Conventional current","c) Electronic current","d) Potential current","Answer: c"
"6. In electrolytes and ionic crystals, the current carriers are free electrons.","a) True","b) False","Answer: b"
"7. Identify the dimensional formula of electric current.","a) [M L T-2]	","b) [M0 L0 T0 A1] ","c) [M L3 T0] ","d) [M L2 T-3] ","Answer: b"
"8. Which type of a physical quantity is electric current?","a) Scalar quantity","b) Vector quantity","c) Bipolar quantity","d) Thermodynamic quantity","Answer: a"
"9. Which of these is a correct definition of electronic current?","a) Current that flows from lower potential to higher potential","b) The current which remains static","c) Current constituted by the flow of ions","d) Current that flows from higher potential to lower potential","Answer: a"
"10. What is the study of electric charges in motion called?","a) Charge mobility","b) Electronic mobility","c) Static electricity","d) Current electricity","Answer: d"
"1. Identify the type of materials which develop electric currents in them, when an electric field is applied.","a) Elastomers","b) Conductors","c) Insulators","d) Polymers","Answer: b"
"2. Which of the following is the most conductive element?","a) Aluminium","b) Lead","c) Silver","d) Hydrogen","Answer: c"
"3. In nature, free charged particles exist in the upper strata of the environment called the stratosphere. State true or false.","a) True","b) False","Answer: b"
"4. To maintain a steady current through the conductor, some external device must do work. What does the external device provide?","a) Inductance","b) Capacitance","c) Potential difference","d) Electromotive force","Answer: d"
"5. Identify the type of conductors in which both positive and negative charges can move.","a) Thermosets","b) Metallic conductors","c) Electrolytic solutions","d) Polymers","Answer: c"
"1. Give the SI unit of resistivity.","a) ohm/metre2","b) ohm metre2","c) ohm metre","d) ohm/metre","Answer: c"
"2. What is the reciprocal of resistivity of a material called? Give its unit.","a) Conductance, ohm-1","b) Conductivity, ohm-1 m-1","c) Conductance, ohm-1 m-1","d) Conductivity, ohm-1","Answer: b"
"3. Give the SI unit of current density and its dimensional formula.","a) Am-2, [A1L-2] ","b) Am2, [A1L2] ","c) Am-1, [A1L-1] ","d) Am1, [A1L1] ","Answer: a"
"4. Identify the factor which does not depend on the resistance of a conductor.","a) Nature of material","b) Area of cross-section","c) Length","d) Viscosity","Answer: d"
"5. What is the reciprocal of resistance of a material called? Give its unit.","a) Conductance, ohm-1","b) Conductivity, ohm-1 m-1","c) Conductance, ohm-1 m-1","d) Conductivity, ohm-1","Answer: a"
"1. Identify the type of conductors whose V-I relationship is linear.","a) Thyristor","b) Non-ohmic conductors","c) Ohmic conductors","d) Superconductors","Answer: c"
"2. Which of these relation holds good for an Ohmic conductor?","a) V-I relationship is non-linear","b) The straight-line V-I graph pass through the origin","c) V-I relationship is non-unique","d) V-I relationship depends on the sign of V for the same absolute value of V","Answer: b"
"3. Which of the following is an example of an Ohmic conductor?","a) Nichrome","b) Water voltameter","c) Gallium Arsenide","d) Thyristor","Answer: a"
"4. Identify the type of conductor represented by the V-I characteristic curve given below.","","a) Metallic conductor","b) Water voltameter","c) Thyristor","d) Semiconductor","Answer: d"
"5. Identify the type of conductor represented by the V-I characteristic curve given below.","","a) Metallic conductor","b) Thyristor","c) p-n junction diode","d) Semiconductor","Answer: c"
"6. Ohm’s law is a fundamental law of nature. State true or false.","a) True","b) False","Answer: b"
"7. For small currents, ‘X’ obeys Ohm’s law. But when large currents are passed through the same conductor, it deviates from ohmic behaviour. Identify X.","a) Metallic conductor","b) Gallium arsenide","c) Thyristor","d) p-n junction diode","Answer: a"
"8. Identify the type of conductor in which the variation of current with potential difference may depend upon the sign of the potential difference applied.","a) Metallic conductor","b) Thyristor","c) Water voltameter","d) p-n junction diode","Answer: d"
"9. Which of the following is an example of a non-ohmic conductor?","a) Copper","b) Silver","c) Silicon","d) Nichrome","Answer: c"
"1. Identify the type of materials which have resistivities in the range of 10-8 Ωm to 10-6 Ωm.","a) Semiconductors","b) Insulators","c) Conductors","d) Thyristors","Answer: c"
"2. Which of the following is a widely used variety of commercial resistor?","a) Bio amplification resistor","b) Wire-bound resistor","c) Ultrasonic resistor","d) Copper resistor","Answer: b"
"3. Identify the material whose resistivity is more than 1014 Ωm.","a) Bakelite","b) Copper","c) Aluminum","d) Silicon","Answer: a"
"4. Identify the wrong statement describing the color code for carbon resistors.","a) The first band indicates the first significant figure","b) The second band indicates the second significant figure","c) The third band indicates the third significant figure","d) The fourth band indicates the possible variation in the percent of the indicated value","Answer: c"
"5. Find the resistance value of the carbon resistor if the colors of the four bands are red, red, red and silver respectively.","a) 33 × 102Ω ± 20%","b) 22 × 102Ω ± 5%","c) 22 × 102Ω ± 10%","d) 33 × 103Ω ± 10%","Answer: c"
"6. If the fourth band of the carbon resistor is absent, it implies there is no tolerance.","a) True","b) False","Answer: b"
"7. ‘X’ is a type of commercial resistor made from a mixture of clay, carbon black, and resin binder which are pressed and then molded into cylindrical rods by heating. Identify X.","a) Wire-bound resistors","b) Carbon resistors","c) Metal film resistors","d) Surface-mount resistors","Answer: b"
"8. Find the resistance value of the carbon resistor if the colors of the four bands are yellow, violet, brown and gold respectively.","a) 47 × 101Ω ± 5%","b) 47 × 100Ω ± 5%","c) 47 × 106Ω ± 5%","d) 47 × 102Ω ± 5%","Answer: a"
"9. Find the resistance value of the carbon resistor if the colors of bands are green, violet, and red respectively.","a) 57 × 102Ω ± 5%","b) 57 × 102Ω ± 10%","c) 57 × 102Ω ± 20%","d) 57 × 102Ω","Answer: c"
"10. Identify the material whose resistivity lie between 10-6 Ωm and 104 Ωm.","a) Silver","b) Mica","c) Copper","d) Silicon","Answer: d"
"1. Identify the material which is suitable for making standard resistors.","a) Silver","b) Copper","c) Constantan","d) Germanium","Answer: c"
"2. What is the unit of the temperature coefficient of resistance (α)?","a) oC","b) oC-1","c) Ω∘C ","d) ∘CΩ ","Answer: b"
"3. Which of the following relation is significant for metals when the temperature increases?","a) Resistivity increases and conductivity decreases","b) Resistivity decreases and conductivity decreases","c) Resistivity and conductivity do not change with temperature","d) Temperature dependence is non-linear","Answer: a"
"4. Identify the type of material based on the T-ρ graph given below.","","a) Silicon","b) Polymer","c) Nichrome","d) Copper","Answer: d"
"5. Which among the following has weak temperature dependence values with resistivity?","a) Silver","b) Copper","c) Nichrome","d) Germanium","Answer: c"
"6. The resistivity of semiconductors and insulators decreases linearly with the increase of temperature.","a) True","b) False","Answer: b"
"7. The resistivity of ‘X’ decreases with temperature and its coefficient of resistivity is negative. Identify X.","a) Silver","b) Silicon","c) Copper","d) Nichrome","Answer: b"
"8. A wire has a resistance of 5.5 Ω at 19oC and 21.5 Ω at 200oC. Find the temperature coefficient of resistivity(α) of the material.","a) 0.016 oC-1","b) 0.160 oC-1","c) 1.600 oC-1","d) 16.00 oC-1","Answer: a"
"9. Which of the following is not a valid reason for using alloys to make standard resistors?","a) Alloys have a high value of resistivity","b) They are least affected by air and moisture","c) Alloys have a large temperature coefficient","d) Their contact potential with copper is small","Answer: c"
"10. Identify the temperature at which the resistance of copper would be double of its resistance at oC. Given α (temperature coefficient of resistivity) for copper=3.9 x 10-3 oC-1.","a) 125oC","b) 256oC","c) 1080oC","d) 273oC","Answer: b"
"1. The SI unit of electrical energy is ____________","a) kilojoule (KJ)","b) joules (J)","c) watt (W)","d) kilowatt (KW)","Answer: b"
"2. 1 kWh = ___________","a) 3.6 × 106 J","b) 3.6 × 105 J","c) 0.36 × 106 J","d) 0.36 × 105 J","Answer: a"
"3. Calculate the number of units of electricity used if a bulb of 100 W is kept on for 5 hours.","a) 1 unit","b) 0.1 unit","c) 5 unit","d) 0.5 unit","Answer: d"
"4. Electric energy is dependent on time.","a) True","b) False","Answer: a"
"5. Kabir bought 5 new light bulbs of 50 W each in addition to the 7 bulbs he already had in his house which were also 50 W each. Calculate his electricity bill, if he keeps the new bulbs on for 5 hours and the older bulbs on only for 3 hours, and the cost of one unit of electricity is Rs. 60.","a) Rs.136","b) Rs.137","c) Rs.138","d) Rs.139","Answer: c"
"6. Identify the correct formula of electric power.","a) Electric power = \frac {time \, taken}{electric \, work \, done} ","b) Electric power = \frac {electric \, work \, done}{time \, taken} ","c) Electric power = electric work done × time taken","d) Electric power = \frac {1}{electric \, work \, done} ","Answer: b"
"7. Which one of the following is the practical unit of power?","a) Watt (W)","b) Kilowatt hour (kWh)","c) Horse power (hp)","d) Kilojoule (kJ)","Answer: c"
"8. The power consumed by a 300 V bulb, having a resistance of 100 ohms, is 3 Watts.","a) True","b) False","Answer: b"
"9. One watt is equal to __________","a) one kilowatt per second","b) one kilo joule per second","c) one joule per second","d) one joule per minute","Answer: c"
"10. An engine uses 30 A of current. The resistance offered is 15 ohms. Calculate the power consumed by the engine in horse power.","a) 18 hp","b) 19 hp","c) 17 hp","d) 13500 hp","Answer: a"
"1. In series connection of resistors, what happens to the current across each resistor?","a) Increases","b) Decreases","c) Remain the same","d) Initially increases and then decreases","Answer: c"
"2. What is the equivalent resistance of series combination of 3 resistors?","a) Rs = R1 + R2 + R3","b) Rs = 1(R1+R2+R3) ","c) Rs = 1R1+1R2+1R3 ","d) Rs = (R1+R2)R3 ","Answer: a"
"3. Identify the combination which is not a series connection.","a) Resistance box","b) Decorative bulbs","c) Fuses","d) Domestic appliances","Answer: d"
"4. The equivalent overall resistance is smaller than the smallest parallel resistor.","a) True","b) False","Answer: a"
"5. Pick out the correct statement from the following about parallel combination of resistors.","a) The current across the resistors are the same","b) The resistance offered by all resistors are the same","c) The potential difference is same across each resistor","d) The equivalent overall resistance is larger than the largest resistor","Answer: c"
"6. Calculate resultant resistance between the points A and B in the circuit shown in the figure below.","","a) 4 ohms","b) 2 ohms","c) 8 ohms","d) 6 ohms","Answer: b"
"7. Two wires of the same material have the same length but their radii are in the ratio of 5:3. They are combined in series, where the resistance of the thicker wire is 12 ohms. Calculate the total resistance of the combination.","a) 40","b) 12","c) 32","d) 20","Answer: c"
"8. Three resistors each of 5 ohms are connected in the form of a triangle. What is the resistance between the vertices?","a) 310 ","b) 103 ","c) 1550 ","d) 25 ","Answer: b"
"9. Two resistors are connected in parallel, whose resistance values are in the ratio 3:1. Find the ratio of power dissipated.","a) 1:3","b) 3:1","c) 1:2","d) 2:1","Answer: a"
"10. A set up is such that there are three similar resistors, each of 20 ohms resistance. Two of them are connected in parallel, and this combination is connected in series with the third one. The maximum power that can be consumed by each resistor is 30 W. Then, what is the maximum power that can be consumed by the combination of all three resistors?","a) 30","b) 20","c) 35","d) 45","Answer: d"
"1. What will be the grouping of cells when the current in the circuit is ne(R+nr)?","a) Parallel grouping","b) Series grouping","c) Mixed grouping","d) When there is no grouping","Answer: b"
"2. Which of the following is correct when one cell is wrongly connected in series circuit?","a) The total emf reduces by e","b) The total emf increases by e","c) The total emf increases by 2e","d) The total emf decreases by 2e","Answer: c"
"3. Calculate the number of dry cells, each of emf 2V and internal resistance 1V that is joined in series with a resistance of 30 ohms so that a current of 0.8A passes through it.","a) 20","b) 10","c) 30","d) 40","Answer: a"
"4. In parallel grouping of cells, we obtain more current.","a) True","b) False","Answer: a"
"5. There are 4 resistors, each having the same resistance of 4 ohms. These are first connected in series with a cell of internal resistance 2 ohms. Then, they are connected in parallel to the same cell. Find the ratio of the respective currents in the two cases.","a) 1:8","b) 1:7","c) 1:6","d) 6:1","Answer: c"
"6. 36 cells, each of emf 4V are connected in series and kept in a box. The combination shows an emf of 88V on the outside. Calculate the number of cells reversed.","a) 2","b) 5","c) 10","d) 7","Answer: d"
"7. ‘n’ cells have emf ‘e’ and internal resistance ‘r’ and connected to an external resistance ‘R’. They pass the same current whether the cells are connected in series or in parallel to each other. Then which of the following conditions are true?","a) R = r","b) r = nR","c) R = nr","d) R = n2r","Answer: a"
"8. When cells are connected incorrectly in series, total internal resistance is also affected.","a) True","b) False","Answer: b"
"9. A battery of emf 10V has an internal resistance of 1 ohms and is charged by a 150V dc supply using a series resistance of 19 ohms. What is the terminal voltage of the battery?","a) 15V","b) 20V","c) 17V","d) 25V","Answer: c"
"10. A cell has an emf ‘e’ and internal resistance ‘r’ and is connected across a variable external resistance R. Identify the correct plot from the following of potential difference across resistance R when R is increased.","a)","","b)","","c)","","d)","","Answer: b"
"1. Which among the following is true?","a) According to Kirchhoff’s law, the current flowing towards a junction is equal to the voltage drop","b) According to Kirchhoff’s law, the current flowing towards a junction is equal to the resistance across the junction","c) According to Kirchhoff’s law, the current flowing towards a junction is equal to the current leaving the junction","d) According to Kirchhoff’s law, the current flowing towards a junction is equal to all the currents in the circuit","Answer: c"
"2. The equation → ∑e = ∑IR is applicable to which law?","a) Kirchhoff’s second law","b) Kirchhoff’s junction rule","c) Kirchhoff’s third law","d) Newton’s Law","Answer: a"
"3. Identify the correct statement from the following.","a) While traversing in a closed loop, if negative pole of cell is encountered first, then the emf is negative","b) The product of resistance and current in an arm is taken to be positive if the direction of current is opposite to the direction in which one moves along the closed loop","c) Current flowing away from a junction is taken as positive","d) While traversing in a closed loop, if positive pole of cell is encountered first, then the emf is positive","Answer: d"
"4. Kirchhoff’s first law supports law of conservation of charge.","a) True","b) False","Answer: a"
"5. Calculate the value of current I4.","","a) -9A","b) 9A","c) 5A","d) 1A","Answer: b"
"6. In the circuit shown below, calculate the current flowing through 20V cell.","","a) 12A","b) 15A","c) 12.5A","d) 12.3A","Answer: c"
"7. The diagram below shows a network of 5 branches. Given: I1 = -5A; I4 = 10A; I5 = 15A","","a) I2 = -15A; I3 = -5A; I6 = -15A","b) I2 = 15A; I3 = 5A; I6 = -15A","c) I2 = -15A; I3 = -5A; I6 = 15A","d) I2 = 15A; I3 = 5A; I6 = 15A","Answer: d"
"8. Kirchhoff’s laws are applicable in the presence of magnetic field.","a) True","b) False","Answer: b"
"9. Which among the following can be used to analyze circuits?","a) Kirchhoff’s Law","b) Newton’s Law","c) Coulomb’s Law","d) Stephan’s Law","Answer: a"
"10. Find the false statement.","a) Sum of voltage over any closed loop is zero","b) Kirchhoff’s Laws can be applied to any circuit, regardless of its structure and composition","c) Kirchhoff’s 2nd law is applied at nodes","d) Kirchhoff’s 1st law can be applied for both planar and non-planar circuits","Answer: c"
"1. How many resistances are used in a Wheatstone bridge?","a) 3","b) 4","c) 5","d) 6","Answer: b"
"2. The values of resistances P, Q, R, and S of a Wheatstone bridge are 20, 15, 30, and 35 ohms respectively. Calculate the current passing through the battery of negligible resistance.","","a) 0.36A","b) 22.22A","c) 0.25A","d) 0.45A","Answer: d"
"3. Which instrument is used as the null detector in the Wheatstone bridge?","a) Voltmeter","b) Ammeter","c) Galvanometer","d) Multimeter","Answer: c"
"4. The equation of a balanced Wheatstone bridge is PR = QS.","a) True","b) False","Answer: b"
"5. Identify the definition of sensitivity of a galvanometer from the following.","a) Ratio of unit change in unknown resistance to the deflection in the galvanometer","b) Ratio of unit change in unknown resistance to twice the deflection in the galvanometer","c) Ratio of deflection in the galvanometer to the unit change in unknown resistance","d) Ratio of deflection in the galvanometer to half the unit change in unknown resistance","Answer: c"
"6. In the Wheatstone bridge given below, what should be values of R1 and R2 so that the bridge is balanced?","","a) R1 = 6 ohms; R2 = any finite value","b) R1 = 6 ohms; R2 = 3 ohms","c) R1 = 29.4; R2 = 2 ohms","d) R1 = any finite value; R2 = 3 ohms","Answer: a"
"7. Find the false statement.","a) Wheatstone bridge is analogous to simple level system","b) A galvanometer with low resistance in series is an ammeter","c) Wheatstone bridge cannot be used forprecision measurement because of the error introduced in contact resistance","d) Wheatstone bridge is susceptible to high dc current","Answer: d"
"1. Two resistances are connected in two gaps of Meter Bridge. The balance is 20cm from the zero end. A resistance of 15 ohms is connected in series with the smaller of the two. The null point shifts to 40cm. What is the value of the bigger resistance?","a) 9","b) 18","c) 27","d) 36","Answer: d"
"2. What is the effect on null deflection of galvanometer, when the radius of the wire is tripled?","a) No change","b) Becomes half","c) Reduces by 13 ","d) Thrice the original value","Answer: a"
"3. A resistance of 5 ohms is connected across the gap of a Meter Bridge and an unknown resistance, greater than 5 ohms, is connected across the other gap. When these resistances are interchanged, the balance point shifts by 50 cm. Neglecting any correction, what is the unknown resistance? The length of the wire is 150 cm.","a) 3 ohms","b) 10 ohms","c) 7 ohms","d) 5 ohms","Answer: b"
"4. The sensitivity of the meter bridge is at the peak when all resistors have the same order.","a) True","b) False","Answer: a"
"5. Which error is removed when the known and unknown resistances are interchanged in a Meter Bridge?","a) Percentage error","b) Measurement error","c) End error","d) Index error","Answer: c"
"1. A potentiometer wire of length 100 cm has a resistance of 30 ohms. It is connected in series with a resistance of 20 ohms and accumulator of emf 8V having negligible internal resistance. A source of 1.2V is balanced against a length L of the potentiometer wire. What is the value of L?","a) 20","b) 25","c) 30","d) 35","Answer: b"
"2. A potentiometer using cell C of emf 5V and internal resistance 0.2 ohms is connected to a wire AB in the figure below. A standard cell C0 of a constant emf of 1.10 V gives a balance point at 55 cm of the wire. When C0 is replaced by a cell of emf E, the balance point is obtained at 85 cm. What is the value of E?","","a) 1.4 V","b) 1.5 V","c) 1.7 V","d) 1.9 V","Answer: c"
"3. A potentiometer wire of length 20 m has a resistance of 50 ohms. It is connected in series with a resistance box and a 5 V storage cell. If the potential gradient along the wire is 0.5 mV/cm, what is the resistance unplugged in the box?","a) 450 ohms","b) 400 ohms","c) 405 ohms","d) 500 ohms","Answer: a"
"4. In a potentiometer of 5 wires, the balance point is obtained on the 2nd wire. To shift the balance point to the 4th, we should decrease the current of the main circuit.","a) True","b) False","Answer: a"
"5. The balancing length of a potentiometer is at 120 cm. On shunting the cell with a resistance of 4 ohms, the balancing point shifts to a length of 60 cm. Then, find the internal resistance of the cell.","a) 2 ohms","b) 5 ohms","c) 3 ohms","d) 4 ohms","Answer: d"
"6. A potentiometer has uniform potential gradient. The specific resistance of the material of the potentiometer wire is 10-9Ωm and the current passing through it is 0.5A and the cross sectional area of the wire is 10-8m2. Calculate the potential gradient along the potentiometer wire.","a) 0.5 × 10-9 V/m","b) 0.5 × 10-8 V/m","c) 0.5 × 10-1 V/m","d) 0.5 × 10-15 V/m","Answer: c"
"7. Pick out the application of potentiometer from the following.","a) It measures current","b) It measures internal resistance","c) It measures external resistance","d) It is used to compare two currents","Answer: b"
"1. What is the space around a current-carrying conductor, in which its magnetic effect can be experienced called?","a) Electric field","b) Magnetic pole","c) Magnetic field","d) Charge distribution","Answer: c"
"2. Give the SI unit of the magnetic field.","a) Ampere","b) Tesla","c) Oersted","d) Weber","Answer: b"
"3. What is the force exerted by a stationary charge when it is placed in a magnetic field?","a) Zero","b) Maximum","c) Minimum","d) Depends on the strength of the magnetic field","Answer: a"
"4. What is the work done by the magnetic field on a moving charged particle?","a) Maximum","b) Minimum","c) Depends on the strength of the magnetic field","d) Zero","Answer: d"
"5. The north pole of a magnet is brought near a stationary negatively charged conductor. What is the force experienced by it at the poles?","a) Maximum","b) Minimum","c) Zero","d) Depend on the nature of the conductor","Answer: c"
"6. When a charge moves parallel or antiparallel to the direction of the magnetic field, it experiences a maximum force. State true or false.","a) True","b) False","Answer: b"
"7. Identify the condition under which the force acting on a charge moving through a uniform magnetic field is minimum.","a) θ = 90o","b) θ = 180o","c) θ = 270o","d) θ = 340o","Answer: b"
"8. Identify the condition under which the force acting on a charge moving through a uniform magnetic field is maximum.","a) θ = 90o","b) θ = 180o","c) θ = 0o","d) θ = 360o","Answer: a"
"1. A positive charge is moving vertically upwards. When it enters a region of magnetic field directed towards north, what is the direction of the force on the charge?","a) Up","b) Down","c) Left","d) Right","Answer: c"
"2. An electron moving with a velocity of 15 ms-1 enters a uniform magnetic field of 0.2 T, along a direction parallel to the field. What would be its trajectory in this field?","a) Elliptical","b) Straight path","c) Helical","d) Circular","Answer: b"
"3. In a certain arrangement, a proton does not get deflected while moving through a magnetic field region. Under what condition is it possible?","a) F = 0","b) F = 180 N","c) F = -180 N","d) F = 3600 N","Answer: a"
"4. Which of the following will experience a maximum force, when projected with the same velocity perpendicular to the magnetic field : (i) α-particle, and (ii) β-particle?","a) Both α-particle and β-particle","b) None","c) β-particle","d) α-particle","Answer: d"
"5. A charged particle in a plasma trapped in a magnetic bottle leaks out after a millisecond. What is the total work done by the magnetic field during the time the particle is trapped?","a) Maximum","b) Minimum","c) Zero","d) Depends on the strength of the magnetic field","Answer: c"
"6. Force on a charge ‘q’ moving with a velocity ‘v’ in a magnetic field is given by F = qvB. State true or false.","a) True","b) False","Answer: b"
"7. A proton enters a magnetic field of flux density 5 T with a velocity of 5 × 107 ms-1 at an angle of 30o with the field. Find the force on the proton.","a) 0.2 × 10-11 N","b) 2 × 10-11 N","c) 20 × 10-11 N","d) 200 × 10-11 N","Answer: b"
"1. Identify the expression for ampere’s circuital law from the following?","a) ∮ B .dl = μ0I","b) ∮ B .dl = μ0I ","c) ∮ B .dl = 2μ0I","d) ∮ B .dl = 4μ0I","Answer: a"
"2. What is the magnetic field inside a pipe?","a) Unity","b) Infinity","c) Zero","d) Two","Answer: c"
"3. Which one of the following graphs depict the magnetic field B at a distance r from a long straight wire carrying current varies with distance r?","a)","","b)","","c)","","d)","","Answer: b"
"4. The angle at which a charged particle moves through a magnetic field with a velocity, having zero magnetic force is 180o.","a) True","b) False","Answer: b"
"5. Which law can ampere’s circuital be derived from?","a) Gauss Law","b) Newton’s Law","c) Kirchhoff’s Law","d) Biot-Savart Law","Answer: d"
"6. A long straight wire of radius x carries a steady current I. The current is uniformly distributed across its cross section. Calculate the ratio of the magnetic field at x4 and 8x.","a) 4","b) 3","c) 2","d) 1","Answer: c"
"7. Find the true statement.","a) The force between two parallel current carrying wires is independent of the radii of the wires","b) The force between two parallel current carrying wires is independent of the length of the wires","c) The force between two parallel current carrying wires is independent of the magnitude of currents","d) The force between two parallel current carrying wires is independent of their distance of separation","Answer: a"
"1. Pick out the expression for magnetic field inside a toroid from the following.","a) B = μ0 NI","b) B = 2μ0 NI","c) B = \frac {\mu_o}{NI}μoNI ","d) B = \frac {\mu_o N}{I}μoNI ","Answer: a"
"2. A solenoid of 0.5 m length with 100 turns carries a current of 5 A. A coil of 20 turns and of radius 0.02m carries a current of 0.6 A. What is the torque required to hold the coil with its axis at right angle to that of solenoid in the middle point of it?","a) 1.60 N m","b) 15.89 × 10-5 N m","c) 1.893 × 10-5 N m","d) 1.893 × 10-8 N m","Answer: c"
"3. Two concentric coils of 20 turns each are situated in the same plane. Their radii are 60 cm and 80 cm and they carry currents 0.4 A and 0.5 A respectively in opposite directions. Calculate the magnetic field at the center.","a) \frac {5\mu_0}{4}5μ04 ","b) \frac {5\mu_0}{6}5μ06 ","c) \frac {5\mu_0}{8}5μ08 ","d) \frac {5\mu_0}{10}5μ010 ","Answer: b"
"4. Magnetic field in toroid is stronger than that in solenoid.","a) True","b) False","Answer: a"
"5. A long solenoid has 500 turns per cm and carries a current I. The magnetic field at its center is 7.54 × 10-2 Wb m-2. Another long solenoid has 300 turns per cm and it carries a current \frac {I}{3}I3. What is the value of magnetic field at the center?","a) 1.50 × 10-3 Wb/m2","b) 1.50 × 10-5 Wb/m2","c) 1.05 × 10-3 Wb/m2","d) 1.50 × 10-2 Wb/m2","Answer: d"
"6. A solenoid has core of a material with relative permeability 200 and its windings carry a current of 2 A. The number of turns of the solenoid is 200 per meter. What is the magnetization of the material?","a) 6 × 104 A/m","b) 7 × 104 A/m","c) 8 × 104 A/m","d) 9 × 104 A/m","Answer: c"
"7. A rectangular coil, of sides 4 cm and 5 cm respectively, has 50 turns in it. It carries a current of 2 A, and is placed in a uniform magnetic field of 0.5 T in such a manner that its plane makes an angle of 60o with the field direction. Calculate the torque on the loop.","a) 5 × 10-4 N m","b) 5 × 10-2 N m","c) 5 × 10-3 N m","d) 5 × 10-5 N m","Answer: b"
